date,Temperature,Salinity
2021-01-17T08:20:00Z,23.73,NA
2021-01-17T08:20:10Z,23.729,NA
2021-01-17T08:20:20Z,23.73,NA
2021-01-17T08:20:30Z,23.73,NA
2021-01-17T08:20:40Z,23.73,NA
2021-01-17T08:20:50Z,23.73,NA
2021-01-17T08:21:00Z,23.73166667,NA
2021-01-17T10:27:00Z,28.938,33.48505723
2021-01-17T10:27:10Z,28.964,33.47454501
2021-01-17T10:27:20Z,28.985,33.45649332
2021-01-17T10:27:30Z,28.951,33.48097198
2021-01-17T10:27:40Z,28.952,33.48397039
2021-01-17T10:27:50Z,28.952,33.48196042
2021-01-17T10:28:00Z,28.955,33.48153854
2021-01-17T10:28:10Z,28.931,33.48361023
2021-01-17T10:28:20Z,28.939,33.49744966
2021-01-17T10:28:30Z,28.917,33.50581724
2021-01-17T10:28:40Z,28.924,33.50225135
2021-01-17T10:28:50Z,28.941,33.50104665
2021-01-17T10:29:00Z,28.953,33.48864045
2021-01-17T10:29:10Z,28.953,33.4990074
2021-01-17T10:29:20Z,28.952,33.48865891
2021-01-17T10:29:30Z,28.959,33.4860952
2021-01-17T10:29:40Z,28.956,33.49422981
2021-01-17T10:29:50Z,28.949,33.48272963
2021-01-17T10:30:00Z,28.948,33.48947345
2021-01-17T10:30:10Z,28.932,33.49801566
2021-01-17T10:30:20Z,28.944,33.495281
2021-01-17T10:30:30Z,28.947,33.4948645
2021-01-17T10:30:40Z,28.925,33.50193326
2021-01-17T10:30:50Z,28.929,33.50480325
2021-01-17T10:31:00Z,28.936,33.49251096
2021-01-17T10:31:10Z,28.927,33.50252872
2021-01-17T10:31:20Z,28.926,33.50725595
2021-01-17T10:31:30Z,28.94,33.50043176
2021-01-17T10:31:40Z,28.948,33.48713199
2021-01-17T10:31:50Z,28.946,33.48686686
2021-01-17T10:32:00Z,28.949,33.49983555
2021-01-17T10:32:10Z,28.944,33.49430525
2021-01-17T10:32:20Z,28.934,33.50029489
2021-01-17T10:32:30Z,28.905,33.50689973
2021-01-17T10:32:40Z,28.906,33.51155287
2021-01-17T10:32:50Z,28.891,33.53116217
2021-01-17T10:33:00Z,28.885,33.52898418
2021-01-17T10:33:10Z,28.887,33.5265817
2021-01-17T10:33:20Z,28.89,33.52985169
2021-01-17T10:33:30Z,28.888,33.5339355
2021-01-17T10:33:40Z,28.882,33.53378351
2021-01-17T10:33:50Z,28.875,33.52160428
2021-01-17T10:34:00Z,28.881,33.52678488
2021-01-17T10:34:10Z,28.876,33.52357932
2021-01-17T10:34:20Z,28.877,33.52623951
2021-01-17T10:34:30Z,28.878,33.52184453
2021-01-17T10:34:40Z,28.877,33.52422721
2021-01-17T10:34:50Z,28.877,33.51619226
2021-01-17T10:35:00Z,28.875,33.52698029
2021-01-17T10:35:10Z,28.885,33.51826505
2021-01-17T10:35:20Z,28.89,33.52013041
2021-01-17T10:35:30Z,28.901,33.52246488
2021-01-17T10:35:40Z,28.951,33.49711364
2021-01-17T10:35:50Z,28.955,33.49563167
2021-01-17T10:36:00Z,28.955,33.47719658
2021-01-17T10:36:10Z,28.998,33.4631611
2021-01-17T10:36:20Z,29.032,33.4450536
2021-01-17T10:36:30Z,29.054,33.42500767
2021-01-17T10:36:40Z,29.09,33.42225107
2021-01-17T10:36:50Z,29.123,33.39255747
2021-01-17T10:37:00Z,29.164,33.3756754
2021-01-17T10:37:10Z,29.219,33.3440755
2021-01-17T10:37:20Z,29.255,33.33006317
2021-01-17T10:37:30Z,29.308,33.31731646
2021-01-17T10:37:40Z,29.361,33.26857662
2021-01-17T10:37:50Z,29.378,33.25646701
2021-01-17T10:38:00Z,29.372,33.26560209
2021-01-17T10:38:10Z,29.388,33.25219959
2021-01-17T10:38:20Z,29.372,33.24663286
2021-01-17T10:38:30Z,29.405,33.12561674
2021-01-17T10:38:40Z,29.413,22.47027945
2021-01-17T10:38:50Z,29.048,1.450916409
2021-01-17T10:39:00Z,29.062,1.263441141
2021-01-17T10:39:10Z,28.92,7.319530389
2021-01-17T10:39:20Z,29.38,31.47710176
2021-01-17T10:39:30Z,29.216,30.8407337
2021-01-17T10:39:40Z,29.364,31.53338457
2021-01-17T10:39:50Z,29.42,31.95147111
2021-01-17T10:40:00Z,29.437,32.11375835
2021-01-17T10:40:10Z,29.439,32.65413599
2021-01-17T10:40:20Z,29.462,32.56951418
2021-01-17T10:40:30Z,29.457,32.48327363
2021-01-17T10:40:40Z,29.445,32.54453627
2021-01-17T10:40:50Z,29.398,32.35594725
2021-01-17T10:41:00Z,29.486,31.85286038
2021-01-17T10:41:10Z,29.45,31.37058701
2021-01-17T10:41:20Z,29.51,32.46777038
2021-01-17T10:41:30Z,29.504,33.03767589
2021-01-17T10:41:40Z,29.504,33.02811968
2021-01-17T10:41:50Z,29.519,33.01654751
2021-01-17T10:42:00Z,29.515,33.05823697
2021-01-17T10:42:10Z,29.519,33.05910174
2021-01-17T10:42:20Z,29.521,33.05444092
2021-01-17T10:42:30Z,29.499,33.05269854
2021-01-17T10:42:40Z,29.498,33.04017202
2021-01-17T10:42:50Z,29.506,33.04790383
2021-01-17T10:43:00Z,29.518,33.05024693
2021-01-17T10:43:10Z,29.523,33.04383191
2021-01-17T10:43:20Z,29.516,33.03872671
2021-01-17T10:43:30Z,29.527,33.00116523
2021-01-17T10:43:40Z,29.528,33.01564334
2021-01-17T10:43:50Z,29.529,32.89252697
2021-01-17T10:44:00Z,29.525,32.8897246
2021-01-17T10:44:10Z,29.533,32.84903723
2021-01-17T10:44:20Z,29.537,32.60337428
2021-01-17T10:44:30Z,29.537,32.60374214
2021-01-17T10:44:40Z,29.528,32.71506447
2021-01-17T10:44:50Z,29.527,32.38844568
2021-01-17T10:45:00Z,29.519,32.72854904
2021-01-17T10:45:10Z,29.495,32.70617216
2021-01-17T10:45:20Z,29.498,32.70678122
2021-01-17T10:45:30Z,29.496,32.80726723
2021-01-17T10:45:40Z,29.47,32.92694731
2021-01-17T10:45:50Z,29.438,33.02996071
2021-01-17T10:46:00Z,29.482,32.7178452
2021-01-17T10:46:10Z,29.484,32.77891825
2021-01-17T10:46:20Z,29.462,31.89511303
2021-01-17T10:46:30Z,29.482,31.73909712
2021-01-17T10:46:40Z,29.538,31.75338743
2021-01-17T10:46:50Z,29.603,32.04018554
2021-01-17T10:47:00Z,29.695,31.97332572
2021-01-17T10:47:10Z,29.463,31.6699492
2021-01-17T10:47:20Z,29.424,31.39783144
2021-01-17T10:47:30Z,29.532,32.38707005
2021-01-17T10:47:40Z,29.565,32.31221492
2021-01-17T10:47:50Z,29.548,32.10986032
2021-01-17T10:48:00Z,29.643,31.95413754
2021-01-17T10:48:10Z,29.624,31.72130396
2021-01-17T10:48:20Z,29.579,32.36305205
2021-01-17T10:48:30Z,29.532,32.39101508
2021-01-17T10:48:40Z,29.386,31.54123837
2021-01-17T10:48:50Z,29.321,31.09184348
2021-01-17T10:49:00Z,29.378,31.45197456
2021-01-17T10:49:10Z,29.481,31.70009265
2021-01-17T10:49:20Z,29.424,31.44808104
2021-01-17T10:49:30Z,29.462,31.70104817
2021-01-17T10:49:40Z,29.474,31.85064531
2021-01-17T10:49:50Z,29.526,32.26208152
2021-01-17T10:50:00Z,29.621,32.09783067
2021-01-17T10:50:10Z,29.497,31.91667555
2021-01-17T10:50:20Z,29.342,31.94126726
2021-01-17T10:50:30Z,29.299,32.03862719
2021-01-17T10:50:40Z,29.261,32.2443106
2021-01-17T10:50:50Z,29.152,32.90814459
2021-01-17T10:51:00Z,29.034,33.12922509
2021-01-17T10:51:10Z,28.934,33.39602606
2021-01-17T10:51:20Z,28.899,33.41016085
2021-01-17T10:51:30Z,28.9,33.42481487
2021-01-17T10:51:40Z,28.882,33.41140084
2021-01-17T10:51:50Z,28.855,33.42595128
2021-01-17T10:52:00Z,28.814,33.44402499
2021-01-17T10:52:10Z,28.795,33.45668719
2021-01-17T10:52:20Z,28.81,33.44317113
2021-01-17T10:52:30Z,28.777,33.46165814
2021-01-17T10:52:40Z,28.76,33.4595585
2021-01-17T10:52:50Z,28.77,33.45489002
2021-01-17T10:53:00Z,28.764,33.4587633
2021-01-17T10:53:10Z,28.76,33.46491842
2021-01-17T10:53:20Z,28.752,33.38254855
2021-01-17T10:53:30Z,28.831,32.7044117
2021-01-17T10:53:40Z,28.853,33.31355366
2021-01-17T10:53:50Z,28.864,33.4156395
2021-01-17T10:54:00Z,28.852,33.42706592
2021-01-17T10:54:10Z,28.838,33.4285159
2021-01-17T10:54:20Z,28.828,33.4225267
2021-01-17T10:54:30Z,28.845,33.42495896
2021-01-17T10:54:40Z,28.767,33.47634584
2021-01-17T10:54:50Z,28.76,33.47492598
2021-01-17T10:55:00Z,28.749,33.48499723
2021-01-17T10:55:10Z,28.744,33.48582201
2021-01-17T10:55:20Z,28.746,33.48509275
2021-01-17T10:55:30Z,28.754,33.47680576
2021-01-17T10:55:40Z,28.754,33.47514025
2021-01-17T10:55:50Z,28.762,33.47988703
2021-01-17T10:56:00Z,28.756,33.4911003
2021-01-17T10:56:10Z,28.778,33.46229661
2021-01-17T10:56:20Z,28.79,33.46755805
2021-01-17T10:56:30Z,28.773,33.46112989
2021-01-17T10:56:40Z,28.76,33.47126837
2021-01-17T10:56:50Z,28.749,33.48835552
2021-01-17T10:57:00Z,28.743,33.47921012
2021-01-17T10:57:10Z,28.726,33.44679381
2021-01-17T10:57:20Z,28.724,33.4208129
2021-01-17T10:57:30Z,28.716,33.42742851
2021-01-17T10:57:40Z,28.723,33.42618106
2021-01-17T10:57:50Z,28.734,33.4214716
2021-01-17T10:58:00Z,28.76,33.40889403
2021-01-17T10:58:10Z,28.779,33.40256297
2021-01-17T10:58:20Z,28.787,33.39664458
2021-01-17T10:58:30Z,28.772,33.4114633
2021-01-17T10:58:40Z,28.765,33.40207483
2021-01-17T10:58:50Z,28.779,33.40322971
2021-01-17T10:59:00Z,28.799,33.39820776
2021-01-17T10:59:10Z,28.805,33.39001403
2021-01-17T10:59:20Z,28.812,33.37346322
2021-01-17T10:59:30Z,28.812,33.38343996
2021-01-17T10:59:40Z,28.799,33.38456221
2021-01-17T10:59:50Z,28.787,33.37301968
2021-01-17T11:00:00Z,28.795,33.31299498
2021-01-17T11:00:10Z,28.787,33.30829064
2021-01-17T11:00:20Z,28.753,33.32840294
2021-01-17T11:00:30Z,28.709,33.3399565
2021-01-17T11:00:40Z,28.701,33.34126348
2021-01-17T11:00:50Z,28.723,33.33713778
2021-01-17T11:01:00Z,28.743,33.33805147
2021-01-17T11:01:10Z,28.744,33.32606943
2021-01-17T11:01:20Z,28.752,33.32910908
2021-01-17T11:01:30Z,28.755,33.31838464
2021-01-17T11:01:40Z,28.738,33.32396885
2021-01-17T11:01:50Z,28.734,33.31418959
2021-01-17T11:02:00Z,28.723,33.33448323
2021-01-17T11:02:10Z,28.726,33.32938771
2021-01-17T11:02:20Z,28.734,33.32181041
2021-01-17T11:02:30Z,28.741,33.33117626
2021-01-17T11:02:40Z,28.747,33.32100457
2021-01-17T11:02:50Z,28.752,33.321475
2021-01-17T11:03:00Z,28.747,33.33028117
2021-01-17T11:03:10Z,28.75,33.31957463
2021-01-17T11:03:20Z,28.741,33.3222256
2021-01-17T11:03:30Z,28.737,33.33032405
2021-01-17T11:03:40Z,28.736,33.32705587
2021-01-17T11:03:50Z,28.728,33.32866721
2021-01-17T11:04:00Z,28.726,33.32476728
2021-01-17T11:04:10Z,28.729,33.33194558
2021-01-17T11:04:20Z,28.723,33.32488701
2021-01-17T11:04:30Z,28.724,33.33344786
2021-01-17T11:04:40Z,28.728,33.33298979
2021-01-17T11:04:50Z,28.73,33.32461662
2021-01-17T11:05:00Z,28.732,33.3255379
2021-01-17T11:05:10Z,28.728,33.32401717
2021-01-17T11:05:20Z,28.72,33.32830496
2021-01-17T11:05:30Z,28.74,33.30203437
2021-01-17T11:05:40Z,28.75,33.28642858
2021-01-17T11:05:50Z,28.75,33.28543067
2021-01-17T11:06:00Z,28.749,33.27487012
2021-01-17T11:06:10Z,28.749,33.26991745
2021-01-17T11:06:20Z,28.75,33.26194579
2021-01-17T11:06:30Z,28.766,33.11095861
2021-01-17T11:06:40Z,28.766,33.09736379
2021-01-17T11:06:50Z,28.756,33.10266639
2021-01-17T11:07:00Z,28.752,33.10380125
2021-01-17T11:07:10Z,28.742,33.12191876
2021-01-17T11:07:20Z,28.739,33.11186656
2021-01-17T11:07:30Z,28.737,33.11981599
2021-01-17T11:07:40Z,28.743,33.12058015
2021-01-17T11:07:50Z,28.754,33.12015986
2021-01-17T11:08:00Z,28.761,33.11955052
2021-01-17T11:08:10Z,28.76,33.10810782
2021-01-17T11:08:20Z,28.77,33.10673703
2021-01-17T11:08:30Z,28.769,33.10020676
2021-01-17T11:08:40Z,28.77,33.10772923
2021-01-17T11:08:50Z,28.769,33.10942273
2021-01-17T11:09:00Z,28.777,33.10090644
2021-01-17T11:09:10Z,28.773,33.08991215
2021-01-17T11:09:20Z,28.778,33.07104567
2021-01-17T11:09:30Z,28.788,33.05697231
2021-01-17T11:09:40Z,28.782,33.30516464
2021-01-17T11:09:50Z,28.786,33.30568715
2021-01-17T11:10:00Z,28.779,33.2956805
2021-01-17T11:10:10Z,28.78,33.30158905
2021-01-17T11:10:20Z,28.76,33.30135164
2021-01-17T11:10:30Z,28.758,33.3017394
2021-01-17T11:10:40Z,28.746,33.30483143
2021-01-17T11:10:50Z,28.753,33.30291657
2021-01-17T11:11:00Z,28.748,33.29811753
