date,Temperature,Salinity
2021-01-16T08:16:00Z,23.59,34.04743532
2021-01-16T08:16:10Z,23.6,33.96974177
2021-01-16T08:16:20Z,23.61,33.93467634
2021-01-16T08:16:30Z,23.6,33.91809127
2021-01-16T08:16:40Z,23.6,33.8757202
2021-01-16T08:16:50Z,23.59,33.85311493
2021-01-16T08:17:00Z,23.59,33.81981172
2021-01-16T08:17:10Z,23.59,33.8138039
2021-01-16T08:17:20Z,23.57,33.82000744
2021-01-16T08:17:30Z,23.56,33.80054108
2021-01-16T08:17:40Z,23.56,33.78546254
2021-01-16T08:17:50Z,23.55,33.781069
2021-01-16T08:18:00Z,23.55,33.75396579
2021-01-16T08:18:10Z,23.55,33.73898941
2021-01-16T08:18:20Z,23.54,33.74355367
2021-01-16T08:18:30Z,23.54,33.73458699
2021-01-16T08:18:40Z,23.54,33.74956714
2021-01-16T08:18:50Z,23.53,33.71815673
2021-01-16T08:19:00Z,23.53,33.73313869
2021-01-16T08:19:10Z,23.53,33.71815787
2021-01-16T08:19:20Z,23.53,33.71214579
2021-01-16T08:19:30Z,23.51,33.71841086
2021-01-16T08:19:40Z,23.53,33.73018537
2021-01-16T09:37:00Z,29.09,34.18526849
2021-01-16T09:37:10Z,29.06,34.00566368
2021-01-16T09:37:20Z,29.01,33.81267857
2021-01-16T09:37:30Z,29,33.72580183
2021-01-16T09:37:40Z,28.94,33.73579481
2021-01-16T09:37:50Z,28.99,33.62643286
2021-01-16T09:38:00Z,28.93,33.54976959
2021-01-16T09:38:10Z,28.83,33.34912918
2021-01-16T09:38:20Z,28.87,33.33387147
2021-01-16T09:38:30Z,28.88,33.2794543
2021-01-16T09:38:40Z,28.84,33.10608101
2021-01-16T09:38:50Z,28.89,33.20945287
2021-01-16T09:39:00Z,28.88,33.19748245
2021-01-16T09:39:10Z,28.81,33.14567151
2021-01-16T09:39:20Z,28.88,33.17240159
2021-01-16T09:39:30Z,28.88,33.43798065
2021-01-16T09:39:40Z,28.73,32.83424268
2021-01-16T09:39:50Z,28.73,32.67151418
2021-01-16T09:40:00Z,28.75,33.01554885
2021-01-16T09:40:10Z,28.75,32.57845531
2021-01-16T09:40:20Z,28.72,32.57765087
2021-01-16T09:40:30Z,28.78,32.50327991
2021-01-16T09:40:40Z,28.65,31.77569361
2021-01-16T09:40:50Z,28.6,31.17996735
2021-01-16T09:41:00Z,28.56,31.27987445
2021-01-16T09:41:10Z,28.62,31.56934134
2021-01-16T09:41:20Z,28.66,31.55447006
2021-01-16T09:41:30Z,28.66,32.22653717
2021-01-16T09:41:40Z,28.61,32.4738595
2021-01-16T09:41:50Z,28.55,32.58156565
2021-01-16T09:42:00Z,28.57,32.93862776
2021-01-16T09:42:10Z,28.56,33.22275717
2021-01-16T09:42:20Z,28.61,33.29145512
2021-01-16T09:42:30Z,28.65,33.26670315
2021-01-16T09:42:40Z,28.66,33.33216347
2021-01-16T09:42:50Z,28.63,33.36898467
2021-01-16T09:43:00Z,28.54,33.50841203
2021-01-16T09:43:10Z,28.4,33.6105763
2021-01-16T09:43:20Z,28.28,33.92744566
2021-01-16T09:43:30Z,28.28,34.01499296
2021-01-16T09:43:40Z,28.39,34.04009491
2021-01-16T09:43:50Z,28.48,34.01781173
2021-01-16T09:44:00Z,28.67,33.96652892
2021-01-16T09:44:10Z,28.75,33.9485775
2021-01-16T09:44:20Z,28.75,34.07274256
2021-01-16T09:44:30Z,28.84,34.04776748
2021-01-16T09:44:40Z,28.87,34.11494104
2021-01-16T09:44:50Z,28.92,34.10548574
2021-01-16T09:45:00Z,29,34.12407661
2021-01-16T09:45:10Z,29.06,34.1604646
2021-01-16T09:45:20Z,29.31,34.10465663
2021-01-16T09:45:30Z,29.53,34.07431878
2021-01-16T09:45:40Z,29.74,34.01861628
2021-01-16T09:45:50Z,29.76,34.03766195
2021-01-16T09:46:00Z,29.79,34.05635902
2021-01-16T09:46:10Z,29.58,34.0852286
2021-01-16T09:46:20Z,29.46,34.10732191
2021-01-16T09:46:30Z,29.42,34.15235078
2021-01-16T09:46:40Z,29.5,34.11208829
2021-01-16T09:46:50Z,29.41,34.14282315
2021-01-16T09:47:00Z,29.27,34.17948595
2021-01-16T09:47:10Z,29.28,34.15907306
2021-01-16T09:47:20Z,29.14,34.20922433
2021-01-16T09:47:30Z,28.92,34.29054461
2021-01-16T09:47:40Z,28.83,34.30225162
2021-01-16T09:47:50Z,28.68,34.34401181
2021-01-16T09:48:00Z,28.63,34.37021959
2021-01-16T09:48:10Z,28.62,34.39732036
2021-01-16T09:48:20Z,28.65,34.42219701
2021-01-16T09:48:30Z,28.63,34.39008388
2021-01-16T09:48:40Z,28.68,34.36394931
2021-01-16T09:48:50Z,28.93,29.21623131
2021-01-16T09:49:00Z,28.94,34.2497086
2021-01-16T09:49:10Z,28.89,34.28229262
2021-01-16T09:49:20Z,28.78,34.3448463
2021-01-16T09:49:30Z,28.73,2.911028171
2021-01-16T09:49:40Z,28.68,34.3805508
2021-01-16T09:49:50Z,28.67,34.40104575
2021-01-16T09:50:00Z,28.61,34.41793853
2021-01-16T09:50:10Z,28.6,34.41180928
2021-01-16T09:50:20Z,28.75,34.3333445
2021-01-16T09:50:30Z,28.73,34.37102641
2021-01-16T09:50:40Z,28.62,34.39407871
2021-01-16T09:50:50Z,28.59,34.40577209
2021-01-16T09:51:00Z,28.56,34.42751501
2021-01-16T09:51:10Z,28.6,34.43512683
2021-01-16T09:51:20Z,28.57,34.44694023
2021-01-16T09:51:30Z,28.62,34.40401536
2021-01-16T09:51:40Z,28.66,34.39836033
2021-01-16T09:51:50Z,28.65,34.44550218
2021-01-16T09:52:00Z,28.65,34.42554925
2021-01-16T09:52:10Z,28.68,34.40383557
2021-01-16T09:52:20Z,28.59,34.44907044
2021-01-16T09:52:30Z,28.6,34.45844796
2021-01-16T09:52:40Z,28.59,34.44907148
2021-01-16T09:52:50Z,28.79,34.43084261
2021-01-16T09:53:00Z,28.7,8.059640975
2021-01-16T09:53:10Z,28.63,34.4467266
2021-01-16T09:53:20Z,28.7,34.41264535
2021-01-16T09:53:30Z,28.84,34.41146842
2021-01-16T09:53:40Z,28.75,34.44977634
2021-01-16T09:53:50Z,28.67,34.49439297
2021-01-16T09:54:00Z,28.62,34.47394599
2021-01-16T09:54:10Z,28.6,34.50518766
2021-01-16T09:54:20Z,28.6,34.50518818
2021-01-16T09:54:30Z,28.66,34.47167287
2021-01-16T09:54:40Z,28.66,34.46833242
2021-01-16T09:54:50Z,28.71,34.49887124
2021-01-16T09:55:00Z,28.63,34.50003223
2021-01-16T09:55:10Z,28.61,34.48789478
2021-01-16T09:55:20Z,28.62,34.50069958
2021-01-16T09:55:30Z,28.62,34.52067149
2021-01-16T09:55:40Z,28.61,34.50461849
2021-01-16T09:55:50Z,28.61,34.48120835
2021-01-16T09:56:00Z,28.61,34.4979305
2021-01-16T09:56:10Z,28.61,34.5212506
2021-01-16T09:56:20Z,28.59,34.52249779
2021-01-16T09:56:30Z,28.57,34.50356872
2021-01-16T09:56:40Z,28.62,34.48398492
2021-01-16T09:56:50Z,28.56,34.50414252
2021-01-16T09:57:00Z,28.57,34.54029736
2021-01-16T09:57:10Z,28.56,34.57436192
2021-01-16T09:57:20Z,28.61,34.52459907
2021-01-16T09:57:30Z,28.6,34.54190526
2021-01-16T09:57:40Z,28.67,34.54795626
2021-01-16T09:57:50Z,28.68,34.49383201
2021-01-16T09:58:00Z,28.67,34.52456752
2021-01-16T09:58:10Z,28.61,34.50462626
2021-01-16T09:58:20Z,28.79,34.48103745
2021-01-16T09:58:30Z,29.01,34.36228162
2021-01-16T09:58:40Z,29.08,34.29874462
2021-01-16T09:58:50Z,29.14,34.24574141
2021-01-16T09:59:00Z,29.27,34.24589258
2021-01-16T09:59:10Z,29.26,34.21314833
