Date,TempInSitu,Serial,Salinity
1/15/2021 10:50,29.41,316,33.61440783
1/15/2021 10:51,29.39,316,33.64476371
1/15/2021 10:51,29.39,316,33.62839966
1/15/2021 10:51,29.39,316,33.61212679
1/15/2021 10:51,29.41,316,33.67984638
1/15/2021 10:51,29.39,316,33.69053817
1/15/2021 10:51,29.38,316,33.6354003
1/15/2021 10:52,29.38,316,33.67794181
1/15/2021 10:52,29.38,316,33.67794216
1/15/2021 10:52,29.38,316,33.64520393
1/15/2021 10:52,29.39,316,33.66113248
1/15/2021 10:52,29.41,316,33.65036361
1/15/2021 10:52,29.39,316,33.64800457
1/15/2021 10:53,29.42,316,33.6662824
1/15/2021 10:53,29.39,316,33.65780667
1/15/2021 10:53,29.41,316,33.66672517
1/15/2021 10:53,29.41,316,33.69621299
1/15/2021 10:53,29.42,316,33.68587813
1/15/2021 10:53,29.42,316,33.66628413
1/15/2021 10:54,29.43,316,33.65928245
1/15/2021 10:54,29.42,316,33.65972382
1/15/2021 10:54,29.42,316,33.67608211
1/15/2021 10:54,29.41,316,33.71590564
1/15/2021 10:54,29.42,316,33.6858802
1/15/2021 10:54,29.41,316,33.627448
1/15/2021 10:55,29.39,316,33.64800906
1/15/2021 10:55,29.39,316,33.64144541
1/15/2021 10:55,29.39,316,33.66437566
1/15/2021 10:55,29.41,316,33.73227296
1/15/2021 10:55,29.42,316,33.64660553
1/15/2021 10:55,29.41,316,33.70934467
1/15/2021 10:56,29.41,316,33.65360649
1/15/2021 10:56,29.42,316,33.65316716
1/15/2021 10:56,29.42,316,33.58137154
1/15/2021 10:56,29.42,316,33.62045677
1/15/2021 10:56,29.41,316,33.5785639
1/15/2021 10:56,29.39,316,33.53070102
1/15/2021 10:57,29.39,316,33.55343949
1/15/2021 10:57,29.39,316,33.52423124
1/15/2021 10:57,29.39,316,33.53070206
1/15/2021 10:57,29.38,316,33.5214116
1/15/2021 10:57,29.38,316,33.57669627
1/15/2021 10:57,29.38,316,33.60933465
1/15/2021 10:58,29.37,316,33.56741046
1/15/2021 10:58,29.38,316,33.54415421
1/15/2021 10:58,29.39,316,33.54697107
1/15/2021 10:58,29.41,316,33.51675511
1/15/2021 10:58,29.41,316,33.55574559
1/15/2021 10:58,29.42,316,33.47081018
1/15/2021 10:59,29.43,316,33.49302942
1/15/2021 10:59,29.44,316,33.43104453
1/15/2021 10:59,29.43,316,33.45415542
1/15/2021 10:59,29.44,316,33.43427608
1/15/2021 10:59,29.44,316,33.37926875
1/15/2021 10:59,29.43,316,33.4249827
1/15/2021 11:00,29.43,316,33.43153557
1/15/2021 11:00,29.42,316,33.43193533
1/15/2021 11:00,29.42,316,33.47081329
1/15/2021 11:00,29.42,316,33.461116
1/15/2021 11:00,29.39,316,33.50150351
1/15/2021 11:00,29.39,316,33.50150386
1/15/2021 11:01,29.38,316,33.50191547
1/15/2021 11:01,29.39,316,33.50150455
1/15/2021 11:01,29.38,316,33.46956432
1/15/2021 11:01,29.38,316,33.42419058
1/15/2021 11:01,29.39,316,33.46906981
1/15/2021 11:01,29.36,316,33.45104967
1/15/2021 11:02,29.39,316,33.43987358
1/15/2021 11:02,29.39,316,33.43017246
1/15/2021 11:02,29.39,316,33.43017281
1/15/2021 11:02,29.39,316,33.44634251
1/15/2021 11:02,29.37,316,33.50565598
1/15/2021 11:02,29.39,316,33.55021596
1/15/2021 11:03,29.38,316,33.58327049
1/15/2021 11:03,29.35,316,33.58796675
1/15/2021 11:03,29.32,316,33.66441515
1/15/2021 11:03,29.35,316,33.61072819
1/15/2021 11:03,29.32,316,33.60895848
1/15/2021 11:03,29.33,316,33.56938304
1/15/2021 11:04,29.3,316,33.5936094
1/15/2021 11:04,29.28,316,33.60437022
1/15/2021 11:04,29.27,316,33.61786246
1/15/2021 11:04,29.27,316,33.59831165
1/15/2021 11:04,29.24,316,33.63565042
1/15/2021 11:04,29.24,316,33.62582374
1/15/2021 11:05,29.26,316,33.57278888
1/15/2021 11:05,29.26,316,33.56630221
1/15/2021 11:05,29.22,316,33.60080367
1/15/2021 11:05,29.24,316,33.59328203
1/15/2021 11:05,29.22,316,33.57808123
1/15/2021 11:05,29.24,316,33.58679274
1/15/2021 11:06,29.24,316,33.554256
1/15/2021 11:06,29.22,316,33.59106662
1/15/2021 11:06,29.24,316,33.57705916
1/15/2021 11:06,29.22,316,33.6008061
1/15/2021 11:06,29.22,316,33.61712893
1/15/2021 11:06,29.24,316,33.59977499
1/15/2021 11:07,29.21,316,33.59158228
1/15/2021 11:07,29.21,316,33.61431133
1/15/2021 11:07,29.21,316,33.58508951
1/15/2021 11:07,29.19,316,33.5925206
1/15/2021 11:07,29.19,316,33.58277724
1/15/2021 11:07,29.19,316,33.59585951
1/15/2021 11:08,29.17,316,33.60988535
1/15/2021 11:08,29.19,316,33.61210096
1/15/2021 11:08,29.17,316,33.61963452
1/15/2021 11:08,29.15,316,33.62717259
1/15/2021 11:08,29.15,316,33.63367476
1/15/2021 11:08,29.16,316,33.60056329
1/15/2021 11:09,29.15,316,33.63367546
1/15/2021 11:09,29.14,316,33.60809485
1/15/2021 11:09,29.15,316,33.62717432
1/15/2021 11:09,29.16,316,33.63315612
1/15/2021 11:09,29.12,316,33.6547547
1/15/2021 11:09,29.14,316,33.63419745
1/15/2021 11:10,29.11,316,33.66829391
1/15/2021 11:10,29.11,316,33.66178664
1/15/2021 11:10,29.12,316,33.67752872
1/15/2021 11:10,29.11,316,33.6944178
1/15/2021 11:10,29.11,316,33.66178768
1/15/2021 11:10,29.12,316,33.68738059
1/15/2021 11:11,29.11,316,33.71719988
1/15/2021 11:11,29.1,316,33.72424551
1/15/2021 11:11,29.09,316,33.70850279
1/15/2021 11:11,29.1,316,33.69486004
1/15/2021 11:11,29.09,316,33.73129431
1/15/2021 11:11,29.09,316,33.74766577
1/15/2021 11:12,29.09,316,33.7411537
1/15/2021 11:12,29.09,316,33.76403885
1/15/2021 11:12,29.09,316,33.76403919
1/15/2021 11:12,29.09,316,33.75752662
1/15/2021 11:12,29.09,316,33.74115509
1/15/2021 11:12,29.09,316,33.75752731
1/15/2021 11:13,29.1,316,33.75047427
1/15/2021 11:13,29.1,316,33.75047462
1/15/2021 11:13,29.08,316,33.76458423
1/15/2021 11:13,29.08,316,33.73509169
1/15/2021 11:13,29.08,316,33.78096159
1/15/2021 11:13,29.08,316,33.78096194
1/15/2021 11:14,29.08,316,33.78096228
