date,AbsPressure,Depth
2021-01-15 11:45:00,104.306,0.252
2021-01-15 11:45:10,104.479,0.269
2021-01-15 11:45:20,104.412,0.263
2021-01-15 11:45:30,104.55,0.276
2021-01-15 11:45:40,104.602,0.282
2021-01-15 11:45:50,104.516,0.273
2021-01-15 11:46:00,104.602,0.282
2021-01-15 11:46:10,104.55,0.276
2021-01-15 11:46:20,104.412,0.263
2021-01-15 11:46:30,104.671,0.288
2021-01-15 11:46:40,104.688,0.29
2021-01-15 11:46:50,104.878,0.309
2021-01-15 11:47:00,105.153,0.336
2021-01-15 11:47:10,104.878,0.309
2021-01-15 11:47:20,105.291,0.35
2021-01-15 11:47:30,104.946,0.316
2021-01-15 11:47:40,104.757,0.297
2021-01-15 11:47:50,104.619,0.283
2021-01-15 11:48:00,104.481,0.27
2021-01-15 11:48:10,104.567,0.278
2021-01-15 11:48:20,104.619,0.283
2021-01-15 11:48:30,104.74,0.295
2021-01-15 11:48:40,104.447,0.266
2021-01-15 11:48:50,104.481,0.27
2021-01-15 11:49:00,104.447,0.266
2021-01-15 11:49:10,104.774,0.299
2021-01-15 11:49:20,104.619,0.283
2021-01-15 11:49:30,104.499,0.271
2021-01-15 11:49:40,104.878,0.309
2021-01-15 11:49:50,104.791,0.3
2021-01-15 11:50:00,104.654,0.287
2021-01-15 11:50:10,104.86,0.307
2021-01-15 11:50:20,104.878,0.309
2021-01-15 11:50:30,104.878,0.309
2021-01-15 11:50:40,104.912,0.312
2021-01-15 11:50:50,104.602,0.282
2021-01-15 11:51:00,104.671,0.288
2021-01-15 11:51:10,104.878,0.309
2021-01-15 11:51:20,104.619,0.283
2021-01-15 11:51:30,104.43,0.264
2021-01-15 11:51:40,104.395,0.261
2021-01-15 11:51:50,104.757,0.297
2021-01-15 11:52:00,104.499,0.271
2021-01-15 11:52:10,104.567,0.278
2021-01-15 11:52:20,104.705,0.292
2021-01-15 11:52:30,104.86,0.307
2021-01-15 11:52:40,104.74,0.295
2021-01-15 11:52:50,104.636,0.285
2021-01-15 11:53:00,104.843,0.306
2021-01-15 11:53:10,104.878,0.309
2021-01-15 11:53:20,104.774,0.299
2021-01-15 11:53:30,104.929,0.314
2021-01-15 11:53:40,104.705,0.292
2021-01-15 11:53:50,104.809,0.302
2021-01-15 11:54:00,104.567,0.278
2021-01-15 11:54:10,104.895,0.311
2021-01-15 11:54:20,104.585,0.28
2021-01-15 11:54:30,104.602,0.282
2021-01-15 11:54:40,104.843,0.306
2021-01-15 11:54:50,104.671,0.288
2021-01-15 11:55:00,104.74,0.295
2021-01-15 11:55:10,104.929,0.314
2021-01-15 11:55:20,105.033,0.324
2021-01-15 11:55:30,105.033,0.324
2021-01-15 11:55:40,104.55,0.276
2021-01-15 11:55:50,104.688,0.29
2021-01-15 11:56:00,104.794,0.301
2021-01-15 11:56:10,104.929,0.314
2021-01-15 11:56:20,104.929,0.314
2021-01-15 11:56:30,104.863,0.308
2021-01-15 11:56:40,104.966,0.318
2021-01-15 11:56:50,104.619,0.283
2021-01-15 11:57:00,105.225,0.344
2021-01-15 11:57:10,104.898,0.311
2021-01-15 11:57:20,105.018,0.323
2021-01-15 11:57:30,104.932,0.314
2021-01-15 11:57:40,104.966,0.318
2021-01-15 11:57:50,104.674,0.289
2021-01-15 11:58:00,104.794,0.301
2021-01-15 11:58:10,104.398,0.261
2021-01-15 11:58:20,104.898,0.311
2021-01-15 11:58:30,105.449,0.366
2021-01-15 11:58:40,104.915,0.313
2021-01-15 11:58:50,105.208,0.342
2021-01-15 11:59:00,105.053,0.326
2021-01-15 11:59:10,104.932,0.314
2021-01-15 11:59:20,104.45,0.266
2021-01-15 11:59:30,104.794,0.301
2021-01-15 11:59:40,104.656,0.287
2021-01-15 11:59:50,105.018,0.323
2021-01-15 12:00:00,104.984,0.32
2021-01-15 12:00:10,104.915,0.313
2021-01-15 12:00:20,105.208,0.342
2021-01-15 12:00:30,105.087,0.33
2021-01-15 12:00:40,104.898,0.311
2021-01-15 12:00:50,104.846,0.306
2021-01-15 12:01:00,104.622,0.284
2021-01-15 12:01:10,105.139,0.335
2021-01-15 12:01:20,104.88,0.309
2021-01-15 12:01:30,104.656,0.287
2021-01-15 12:01:40,105.208,0.342
2021-01-15 12:01:50,104.949,0.316
2021-01-15 12:02:00,104.691,0.29
2021-01-15 12:02:10,104.484,0.27
2021-01-15 12:02:20,104.76,0.297
2021-01-15 12:02:30,104.45,0.266
2021-01-15 12:02:40,104.501,0.271
2021-01-15 12:02:50,104.501,0.271
2021-01-15 12:03:00,104.932,0.314
2021-01-15 12:03:10,104.57,0.278
2021-01-15 12:03:20,104.811,0.302
2021-01-15 12:03:30,105.038,0.325
2021-01-15 12:03:40,105.225,0.344
2021-01-15 12:03:50,104.863,0.308
2021-01-15 12:04:00,105.073,0.328
2021-01-15 12:04:10,105.09,0.33
2021-01-15 12:04:20,104.728,0.294
2021-01-15 12:04:30,104.711,0.292
2021-01-15 12:04:40,104.659,0.287
2021-01-15 12:04:50,104.762,0.297
2021-01-15 12:05:00,104.556,0.277
2021-01-15 12:05:10,104.625,0.284
2021-01-15 12:05:20,104.78,0.299
2021-01-15 12:05:30,105.245,0.346
2021-01-15 12:05:40,104.952,0.316
2021-01-15 12:05:50,104.625,0.284
2021-01-15 12:06:00,104.332,0.255
2021-01-15 12:06:10,104.487,0.27
2021-01-15 12:06:20,104.849,0.306
2021-01-15 12:06:30,104.78,0.299
2021-01-15 12:06:40,104.625,0.284
2021-01-15 12:06:50,104.659,0.287
2021-01-15 12:07:00,104.9,0.311
2021-01-15 12:07:10,105.383,0.359
2021-01-15 12:07:20,105.314,0.352
2021-01-15 12:07:30,105.21,0.342
2021-01-15 12:07:40,104.986,0.32
2021-01-15 12:07:50,105.055,0.327
2021-01-15 12:08:00,104.935,0.315
2021-01-15 12:08:10,104.952,0.316
2021-01-15 12:08:20,104.883,0.309
2021-01-15 12:08:30,104.9,0.311
2021-01-15 12:08:40,104.917,0.313
2021-01-15 12:08:50,104.866,0.308
2021-01-15 12:09:00,104.883,0.309
2021-01-15 12:09:10,104.969,0.318
2021-01-15 12:09:20,104.676,0.289
2021-01-15 12:09:30,104.711,0.292
2021-01-15 12:09:40,105.055,0.327
2021-01-15 12:09:50,104.745,0.296
2021-01-15 12:10:00,104.625,0.284
2021-01-15 12:10:10,105.021,0.323
2021-01-15 12:10:20,104.814,0.303
2021-01-15 12:10:30,105.004,0.322
2021-01-15 12:10:40,104.745,0.296
2021-01-15 12:10:50,105.245,0.346
2021-01-15 12:11:00,104.711,0.292
2021-01-15 12:11:10,104.762,0.297
2021-01-15 12:11:20,104.693,0.291
2021-01-15 12:11:30,105.092,0.33
2021-01-15 12:11:40,104.765,0.298
2021-01-15 12:11:50,104.782,0.299
2021-01-15 12:12:00,104.765,0.298
2021-01-15 12:12:10,104.955,0.317
2021-01-15 12:12:20,104.817,0.303
2021-01-15 12:12:30,104.886,0.31
2021-01-15 12:12:40,105.041,0.325
2021-01-15 12:12:50,104.903,0.311
2021-01-15 12:13:00,104.851,0.306
2021-01-15 12:13:10,104.989,0.32
2021-01-15 12:13:20,104.92,0.313
2021-01-15 12:13:30,104.989,0.32
2021-01-15 12:13:40,104.748,0.296
2021-01-15 12:13:50,104.972,0.318
2021-01-15 12:14:00,105.11,0.332
2021-01-15 12:14:10,105.092,0.33
2021-01-15 12:14:20,105.11,0.332
2021-01-15 12:14:30,105.006,0.322
2021-01-15 12:14:40,104.817,0.303
2021-01-15 12:14:50,104.972,0.318
2021-01-15 12:15:00,105.161,0.337
2021-01-15 12:15:10,105.006,0.322
2021-01-15 12:15:20,104.955,0.317
2021-01-15 12:15:30,105.558,0.377
2021-01-15 12:15:40,104.834,0.305
2021-01-15 12:15:50,105.213,0.342
2021-01-15 12:16:00,105.196,0.341
2021-01-15 12:16:10,104.92,0.313
2021-01-15 12:16:20,104.972,0.318
2021-01-15 12:16:30,104.92,0.313
2021-01-15 12:16:40,105.213,0.342
2021-01-15 12:16:50,104.713,0.293
2021-01-15 12:17:00,104.955,0.317
2021-01-15 12:17:10,104.955,0.317
2021-01-15 12:17:20,105.041,0.325
2021-01-15 12:17:30,104.989,0.32
2021-01-15 12:17:40,105.144,0.335
2021-01-15 12:17:50,104.989,0.32
2021-01-15 12:18:00,104.765,0.298
2021-01-15 12:18:10,104.731,0.294
2021-01-15 12:18:20,105.127,0.334
2021-01-15 12:18:30,104.92,0.313
2021-01-15 12:18:40,104.834,0.305
2021-01-15 12:18:50,104.834,0.305
2021-01-15 12:19:00,105.127,0.334
2021-01-15 12:19:10,104.937,0.315
2021-01-15 12:19:20,104.92,0.313
2021-01-15 12:19:30,104.851,0.306
2021-01-15 12:19:40,104.713,0.293
2021-01-15 12:19:50,104.765,0.298
2021-01-15 12:20:00,104.679,0.289
2021-01-15 12:20:10,104.975,0.319
2021-01-15 12:20:20,104.992,0.32
2021-01-15 12:20:30,104.923,0.313
2021-01-15 12:20:40,104.94,0.315
2021-01-15 12:20:50,105.061,0.327
2021-01-15 12:21:00,104.957,0.317
2021-01-15 12:21:10,105.25,0.346
2021-01-15 12:21:20,105.061,0.327
2021-01-15 12:21:30,104.699,0.291
2021-01-15 12:21:40,105.319,0.353
2021-01-15 12:21:50,104.871,0.308
2021-01-15 12:22:00,105.061,0.327
2021-01-15 12:22:10,104.992,0.32
2021-01-15 12:22:20,105.354,0.356
2021-01-15 12:22:30,105.061,0.327
2021-01-15 12:22:40,105.044,0.326
2021-01-15 12:22:50,104.854,0.307
2021-01-15 12:23:00,104.837,0.305
2021-01-15 12:23:10,104.923,0.313
2021-01-15 12:23:20,104.871,0.308
2021-01-15 12:23:30,104.802,0.301
2021-01-15 12:23:40,104.837,0.305
2021-01-15 12:23:50,104.733,0.295
2021-01-15 12:24:00,104.578,0.279
2021-01-15 12:24:10,104.906,0.312
2021-01-15 12:24:20,105.009,0.322
2021-01-15 12:24:30,105.164,0.337
2021-01-15 12:24:40,104.771,0.298
2021-01-15 12:24:50,104.995,0.321
2021-01-15 12:25:00,104.926,0.314
2021-01-15 12:25:10,104.908,0.312
2021-01-15 12:25:20,104.926,0.314
2021-01-15 12:25:30,104.771,0.298
2021-01-15 12:25:40,105.115,0.333
2021-01-15 12:25:50,105.305,0.351
2021-01-15 12:26:00,105.15,0.336
2021-01-15 12:26:10,105.167,0.338
2021-01-15 12:26:20,105.063,0.327
2021-01-15 12:26:30,104.822,0.303
2021-01-15 12:26:40,104.736,0.295
2021-01-15 12:26:50,104.684,0.29
2021-01-15 12:27:00,104.702,0.291
2021-01-15 12:27:10,104.633,0.285
2021-01-15 12:27:20,105.081,0.329
2021-01-15 12:27:30,104.874,0.309
2021-01-15 12:27:40,104.805,0.302
2021-01-15 12:27:50,104.891,0.31
2021-01-15 12:28:00,104.547,0.276
2021-01-15 12:28:10,105.029,0.324
2021-01-15 12:28:20,104.977,0.319
2021-01-15 12:28:30,104.943,0.315
2021-01-15 12:28:40,105.201,0.341
2021-01-15 12:28:50,105.081,0.329
2021-01-15 12:29:00,104.977,0.319
2021-01-15 12:29:10,105.046,0.326
2021-01-15 12:29:20,104.995,0.321
2021-01-15 12:29:30,104.891,0.31
2021-01-15 12:29:40,104.822,0.303
2021-01-15 12:29:50,104.908,0.312
2021-01-15 12:30:00,104.891,0.31
2021-01-15 12:30:10,104.719,0.293
2021-01-15 12:30:20,104.926,0.314
2021-01-15 12:30:30,105.27,0.348
2021-01-15 12:30:40,104.926,0.314
2021-01-15 12:30:50,104.857,0.307
2021-01-15 12:31:00,105.029,0.324
2021-01-15 12:31:10,105.443,0.365
2021-01-15 12:31:20,104.943,0.315
2021-01-15 12:31:30,104.926,0.314
2021-01-15 12:31:40,105.253,0.346
2021-01-15 12:31:50,105.115,0.333
2021-01-15 12:32:00,104.891,0.31
2021-01-15 12:32:10,105.081,0.329
2021-01-15 12:32:20,104.736,0.295
2021-01-15 12:32:30,105.15,0.336
2021-01-15 12:32:40,105.063,0.327
2021-01-15 12:32:50,105.098,0.331
2021-01-15 12:33:00,105.15,0.336
2021-01-15 12:33:10,104.908,0.312
2021-01-15 12:33:20,105.184,0.339
2021-01-15 12:33:30,104.615,0.283
2021-01-15 12:33:40,105.236,0.345
2021-01-15 12:33:50,105.063,0.327
2021-01-15 12:34:00,105.063,0.327
2021-01-15 12:34:10,105.494,0.37
2021-01-15 12:34:20,104.977,0.319
2021-01-15 12:34:30,104.908,0.312
2021-01-15 12:34:40,104.977,0.319
2021-01-15 12:34:50,105.15,0.336
2021-01-15 12:35:00,104.771,0.298
2021-01-15 12:35:10,105.152,0.336
2021-01-15 12:35:20,104.601,0.281
2021-01-15 12:35:30,105.221,0.343
2021-01-15 12:35:40,105.049,0.326
2021-01-15 12:35:50,105.187,0.34
2021-01-15 12:36:00,105.083,0.329
2021-01-15 12:36:10,105.273,0.348
2021-01-15 12:36:20,104.997,0.321
2021-01-15 12:36:30,104.98,0.319
2021-01-15 12:36:40,105.049,0.326
2021-01-15 12:36:50,105.066,0.328
2021-01-15 12:37:00,104.877,0.309
2021-01-15 12:37:10,105.29,0.35
2021-01-15 12:37:20,105.152,0.336
2021-01-15 12:37:30,104.842,0.305
2021-01-15 12:37:40,105.049,0.326
2021-01-15 12:37:50,105.032,0.324
2021-01-15 12:38:00,105.152,0.336
2021-01-15 12:38:10,105.101,0.331
2021-01-15 12:38:20,104.911,0.312
2021-01-15 12:38:30,105.032,0.324
2021-01-15 12:38:40,105.135,0.335
2021-01-15 12:38:50,105.583,0.379
2021-01-15 12:39:00,105.376,0.359
2021-01-15 12:39:10,105.066,0.328
2021-01-15 12:39:20,105.601,0.381
2021-01-15 12:39:30,104.963,0.317
2021-01-15 12:39:40,105.29,0.35
2021-01-15 12:39:50,105.101,0.331
2021-01-15 12:40:00,104.911,0.312
2021-01-15 12:40:10,105.187,0.34
2021-01-15 12:40:20,104.894,0.311
2021-01-15 12:40:30,105.083,0.329
2021-01-15 12:40:40,105.152,0.336
2021-01-15 12:40:50,104.997,0.321
2021-01-15 12:41:00,105.445,0.365
2021-01-15 12:41:10,104.67,0.288
2021-01-15 12:41:20,105.221,0.343
2021-01-15 12:41:30,104.911,0.312
2021-01-15 12:41:40,105.221,0.343
2021-01-15 12:41:50,104.928,0.314
2021-01-15 12:42:00,105.859,0.407
2021-01-15 12:42:10,105.532,0.374
2021-01-15 12:42:20,105.394,0.36
2021-01-15 12:42:30,105.514,0.372
2021-01-15 12:42:40,105.532,0.374
2021-01-15 12:42:50,105.135,0.335
2021-01-15 12:43:00,105.135,0.335
2021-01-15 12:43:10,105.345,0.355
2021-01-15 12:43:20,104.966,0.318
2021-01-15 12:43:30,105.069,0.328
2021-01-15 12:43:40,104.897,0.311
2021-01-15 12:43:50,104.914,0.313
2021-01-15 12:44:00,104.897,0.311
2021-01-15 12:44:10,104.948,0.316
2021-01-15 12:44:20,105.017,0.323
2021-01-15 12:44:30,105.31,0.352
2021-01-15 12:44:40,105.328,0.354
2021-01-15 12:44:50,105.19,0.34
2021-01-15 12:45:00,105.086,0.33
2021-01-15 12:45:10,105.224,0.343
2021-01-15 12:45:20,105.396,0.361
2021-01-15 12:45:30,105.431,0.364
2021-01-15 12:45:40,105.207,0.342
2021-01-15 12:45:50,105.621,0.383
2021-01-15 12:46:00,105.276,0.349
2021-01-15 12:46:10,105.086,0.33
2021-01-15 12:46:20,105.086,0.33
2021-01-15 12:46:30,105.724,0.393
2021-01-15 12:46:40,105.121,0.333
2021-01-15 12:46:50,105.276,0.349
2021-01-15 12:47:00,105.328,0.354
2021-01-15 12:47:10,105.017,0.323
2021-01-15 12:47:20,105.155,0.337
2021-01-15 12:47:30,105.537,0.375
2021-01-15 12:47:40,105.003,0.321
2021-01-15 12:47:50,105.554,0.376
2021-01-15 12:48:00,105.33,0.354
2021-01-15 12:48:10,105.365,0.357
2021-01-15 12:48:20,105.123,0.333
2021-01-15 12:48:30,105.399,0.361
2021-01-15 12:48:40,105.141,0.335
2021-01-15 12:48:50,105.399,0.361
2021-01-15 12:49:00,105.296,0.351
2021-01-15 12:49:10,105.347,0.356
2021-01-15 12:49:20,104.968,0.318
2021-01-15 12:49:30,105.003,0.321
2021-01-15 12:49:40,105.227,0.344
2021-01-15 12:49:50,105.054,0.327
2021-01-15 12:50:00,105.468,0.368
2021-01-15 12:50:10,105.434,0.364
2021-01-15 12:50:20,105.313,0.352
2021-01-15 12:50:30,105.675,0.388
2021-01-15 12:50:40,105.744,0.395
2021-01-15 12:50:50,105.641,0.385
2021-01-15 12:51:00,105.537,0.375
2021-01-15 12:51:10,105.451,0.366
2021-01-15 12:51:20,105.365,0.357
2021-01-15 12:51:30,105.192,0.34
2021-01-15 12:51:40,105.416,0.363
2021-01-15 12:51:50,105.485,0.369
2021-01-15 12:52:00,105.554,0.376
2021-01-15 12:52:10,105.675,0.388
2021-01-15 12:52:20,105.658,0.387
2021-01-15 12:52:30,105.52,0.373
2021-01-15 12:52:40,105.054,0.327
2021-01-15 12:52:50,105.296,0.351
2021-01-15 12:53:00,105.192,0.34
2021-01-15 12:53:10,105.589,0.38
2021-01-15 12:53:20,105.468,0.368
2021-01-15 12:53:30,105.968,0.417
2021-01-15 12:53:40,105.71,0.392
2021-01-15 12:53:50,105.503,0.371
2021-01-15 12:54:00,105.382,0.359
2021-01-15 12:54:10,105.52,0.373
2021-01-15 12:54:20,105.434,0.364
2021-01-15 12:54:30,105.606,0.381
2021-01-15 12:54:40,105.416,0.363
2021-01-15 12:54:50,105.865,0.407
2021-01-15 12:55:00,105.089,0.33
2021-01-15 12:55:10,105.21,0.342
2021-01-15 12:55:20,105.057,0.327
2021-01-15 12:55:30,105.333,0.354
2021-01-15 12:55:40,105.143,0.335
2021-01-15 12:55:50,105.195,0.341
2021-01-15 12:56:00,105.678,0.389
2021-01-15 12:56:10,105.23,0.344
2021-01-15 12:56:20,105.367,0.358
2021-01-15 12:56:30,105.264,0.347
2021-01-15 12:56:40,105.609,0.382
2021-01-15 12:56:50,105.161,0.337
2021-01-15 12:57:00,105.574,0.378
2021-01-15 12:57:10,105.54,0.375
2021-01-15 12:57:20,106.161,0.437
2021-01-15 12:57:30,105.419,0.363
2021-01-15 12:57:40,105.505,0.371
2021-01-15 12:57:50,105.006,0.322
2021-01-15 12:58:00,104.73,0.294
2021-01-15 12:58:10,105.109,0.332
2021-01-15 12:58:20,105.23,0.344
2021-01-15 12:58:30,105.505,0.371
2021-01-15 12:58:40,105.367,0.358
2021-01-15 12:58:50,105.661,0.387
2021-01-15 12:59:00,105.264,0.347
2021-01-15 12:59:10,105.333,0.354
2021-01-15 12:59:20,105.35,0.356
2021-01-15 12:59:30,105.385,0.359
2021-01-15 12:59:40,105.505,0.371
2021-01-15 12:59:50,105.525,0.373
2021-01-15 13:00:00,105.439,0.365
2021-01-15 13:00:10,105.784,0.399
2021-01-15 13:00:20,105.525,0.373
2021-01-15 13:00:30,105.422,0.363
2021-01-15 13:00:40,105.732,0.394
2021-01-15 13:00:50,105.474,0.368
2021-01-15 13:01:00,105.112,0.332
2021-01-15 13:01:10,105.077,0.329
2021-01-15 13:01:20,105.094,0.33
2021-01-15 13:01:30,105.025,0.324
2021-01-15 13:01:40,105.181,0.339
2021-01-15 13:01:50,105.215,0.343
2021-01-15 13:02:00,105.405,0.361
2021-01-15 13:02:10,105.301,0.351
2021-01-15 13:02:20,105.336,0.355
2021-01-15 13:02:30,105.301,0.351
2021-01-15 13:02:40,105.767,0.397
2021-01-15 13:02:50,105.491,0.37
2021-01-15 13:03:00,105.715,0.392
2021-01-15 13:03:10,105.56,0.377
2021-01-15 13:03:20,105.646,0.385
2021-01-15 13:03:30,106.008,0.421
2021-01-15 13:03:40,105.299,0.351
2021-01-15 13:03:50,105.798,0.401
2021-01-15 13:04:00,105.523,0.373
2021-01-15 13:04:10,105.471,0.368
2021-01-15 13:04:20,105.419,0.363
2021-01-15 13:04:30,105.592,0.38
2021-01-15 13:04:40,105.35,0.356
2021-01-15 13:04:50,105.264,0.347
2021-01-15 13:05:00,105.436,0.365
2021-01-15 13:05:10,104.971,0.318
2021-01-15 13:05:20,105.557,0.377
2021-01-15 13:05:30,105.35,0.356
2021-01-15 13:05:40,105.505,0.371
2021-01-15 13:05:50,105.54,0.375
2021-01-15 13:06:00,105.333,0.354
2021-01-15 13:06:10,105.092,0.33
2021-01-15 13:06:20,105.505,0.371
2021-01-15 13:06:30,105.919,0.413
2021-01-15 13:06:40,105.557,0.377
2021-01-15 13:06:50,106.316,0.452
2021-01-15 13:07:00,106.057,0.426
2021-01-15 13:07:10,105.919,0.413
2021-01-15 13:07:20,105.574,0.378
2021-01-15 13:07:30,105.419,0.363
2021-01-15 13:07:40,105.178,0.339
2021-01-15 13:07:50,105.281,0.349
2021-01-15 13:08:00,105.402,0.361
2021-01-15 13:08:10,105.505,0.371
2021-01-15 13:08:20,105.385,0.359
2021-01-15 13:08:30,105.178,0.339
2021-01-15 13:08:40,105.264,0.347
2021-01-15 13:08:50,105.23,0.344
2021-01-15 13:09:00,105.178,0.339
2021-01-15 13:09:10,105.281,0.349
2021-01-15 13:09:20,105.454,0.366
2021-01-15 13:09:30,105.661,0.387
2021-01-15 13:09:40,105.471,0.368
2021-01-15 13:09:50,106.126,0.433
2021-01-15 13:10:00,105.643,0.385
2021-01-15 13:10:10,105.867,0.407
2021-01-15 13:10:20,106.109,0.431
2021-01-15 13:10:30,105.557,0.377
2021-01-15 13:10:40,105.681,0.389
2021-01-15 13:10:50,105.543,0.375
2021-01-15 13:11:00,105.474,0.368
2021-01-15 13:11:10,105.439,0.365
2021-01-15 13:11:20,105.508,0.372
2021-01-15 13:11:30,105.646,0.385
2021-01-15 13:11:40,105.491,0.37
2021-01-15 13:11:50,105.077,0.329
2021-01-15 13:12:00,105.474,0.368
2021-01-15 13:12:10,105.094,0.33
2021-01-15 13:12:20,105.181,0.339
2021-01-15 13:12:30,105.663,0.387
2021-01-15 13:12:40,105.508,0.372
2021-01-15 13:12:50,105.577,0.379
2021-01-15 13:13:00,106.474,0.468
2021-01-15 13:13:10,105.853,0.406
2021-01-15 13:13:20,105.922,0.413
2021-01-15 13:13:30,105.474,0.368
2021-01-15 13:13:40,105.939,0.415
2021-01-15 13:13:50,106.129,0.433
2021-01-15 13:14:00,105.836,0.404
2021-01-15 13:14:10,105.836,0.404
2021-01-15 13:14:20,105.543,0.375
2021-01-15 13:14:30,105.456,0.367
2021-01-15 13:14:40,105.353,0.356
2021-01-15 13:14:50,105.491,0.37
2021-01-15 13:15:00,105.422,0.363
2021-01-15 13:15:10,105.267,0.348
2021-01-15 13:15:20,105.405,0.361
2021-01-15 13:15:30,105.732,0.394
2021-01-15 13:15:40,105.198,0.341
2021-01-15 13:15:50,105.836,0.404
2021-01-15 13:16:00,105.146,0.336
2021-01-15 13:16:10,105.887,0.409
2021-01-15 13:16:20,105.612,0.382
2021-01-15 13:16:30,105.405,0.361
2021-01-15 13:16:40,105.612,0.382
2021-01-15 13:16:50,105.56,0.377
2021-01-15 13:17:00,105.922,0.413
2021-01-15 13:17:10,105.612,0.382
2021-01-15 13:17:20,105.887,0.409
2021-01-15 13:17:30,106.06,0.427
2021-01-15 13:17:40,105.439,0.365
2021-01-15 13:17:50,105.629,0.384
2021-01-15 13:18:00,105.767,0.397
2021-01-15 13:18:10,105.577,0.379
2021-01-15 13:18:20,105.663,0.387
2021-01-15 13:18:30,105.387,0.36
2021-01-15 13:18:40,105.405,0.361
2021-01-15 13:18:50,105.353,0.356
2021-01-15 13:19:00,104.888,0.31
2021-01-15 13:19:10,105.439,0.365
2021-01-15 13:19:20,105.525,0.373
2021-01-15 13:19:30,105.353,0.356
2021-01-15 13:19:40,106.06,0.427
2021-01-15 13:19:50,105.56,0.377
2021-01-15 13:20:00,105.336,0.355
2021-01-15 13:20:10,105.681,0.389
2021-01-15 13:20:20,105.112,0.332
2021-01-15 13:20:30,105.577,0.379
2021-01-15 13:20:40,105.801,0.401
2021-01-15 13:20:50,105.425,0.363
2021-01-15 13:21:00,105.494,0.37
2021-01-15 13:21:10,105.545,0.375
2021-01-15 13:21:20,105.442,0.365
2021-01-15 13:21:30,105.804,0.401
2021-01-15 13:21:40,105.735,0.394
2021-01-15 13:21:50,105.701,0.391
2021-01-15 13:22:00,105.525,0.373
2021-01-15 13:22:10,105.439,0.365
2021-01-15 13:22:20,105.681,0.389
2021-01-15 13:22:30,105.267,0.348
2021-01-15 13:22:40,105.836,0.404
2021-01-15 13:22:50,105.474,0.368
2021-01-15 13:23:00,105.577,0.379
2021-01-15 13:23:10,106.181,0.439
2021-01-15 13:23:20,105.508,0.372
2021-01-15 13:23:30,105.887,0.409
2021-01-15 13:23:40,106.181,0.439
2021-01-15 13:23:50,105.767,0.397
2021-01-15 13:24:00,105.456,0.367
2021-01-15 13:24:10,105.732,0.394
2021-01-15 13:24:20,105.56,0.377
2021-01-15 13:24:30,105.974,0.418
2021-01-15 13:24:40,105.594,0.38
2021-01-15 13:24:50,105.267,0.348
2021-01-15 13:25:00,105.991,0.42
2021-01-15 13:25:10,105.56,0.377
2021-01-15 13:25:20,105.456,0.367
2021-01-15 13:25:30,105.304,0.351
2021-01-15 13:25:40,105.39,0.36
2021-01-15 13:25:50,105.545,0.375
2021-01-15 13:26:00,105.304,0.351
2021-01-15 13:26:10,105.528,0.374
2021-01-15 13:26:20,105.873,0.408
2021-01-15 13:26:30,105.649,0.386
2021-01-15 13:26:40,105.545,0.375
2021-01-15 13:26:50,105.804,0.401
2021-01-15 13:27:00,105.942,0.415
2021-01-15 13:27:10,105.77,0.398
2021-01-15 13:27:20,105.718,0.393
2021-01-15 13:27:30,105.925,0.413
2021-01-15 13:27:40,105.614,0.382
2021-01-15 13:27:50,105.494,0.37
2021-01-15 13:28:00,105.373,0.358
2021-01-15 13:28:10,105.255,0.347
2021-01-15 13:28:20,105.341,0.355
2021-01-15 13:28:30,105.462,0.367
2021-01-15 13:28:40,105.548,0.376
2021-01-15 13:28:50,105.945,0.415
2021-01-15 13:29:00,105.376,0.359
2021-01-15 13:29:10,105.738,0.395
2021-01-15 13:29:20,105.703,0.391
2021-01-15 13:29:30,105.824,0.403
2021-01-15 13:29:40,105.514,0.372
2021-01-15 13:29:50,105.945,0.415
2021-01-15 13:30:00,105.41,0.362
2021-01-15 13:30:10,105.6,0.381
2021-01-15 13:30:20,105.652,0.386
2021-01-15 13:30:30,105.565,0.377
2021-01-15 13:30:40,105.703,0.391
2021-01-15 13:30:50,105.583,0.379
2021-01-15 13:31:00,105.565,0.377
2021-01-15 13:31:10,105.134,0.334
2021-01-15 13:31:20,105.841,0.405
2021-01-15 13:31:30,105.307,0.352
2021-01-15 13:31:40,106.048,0.425
2021-01-15 13:31:50,105.824,0.403
2021-01-15 13:32:00,105.755,0.396
2021-01-15 13:32:10,105.703,0.391
2021-01-15 13:32:20,105.738,0.395
2021-01-15 13:32:30,105.807,0.401
2021-01-15 13:32:40,106.203,0.441
2021-01-15 13:32:50,105.772,0.398
2021-01-15 13:33:00,106.359,0.456
2021-01-15 13:33:10,106.393,0.46
2021-01-15 13:33:20,105.6,0.381
2021-01-15 13:33:30,105.893,0.41
2021-01-15 13:33:40,105.824,0.403
2021-01-15 13:33:50,105.945,0.415
2021-01-15 13:34:00,105.807,0.401
2021-01-15 13:34:10,105.617,0.383
2021-01-15 13:34:20,105.272,0.348
2021-01-15 13:34:30,104.997,0.321
2021-01-15 13:34:40,105.568,0.378
2021-01-15 13:34:50,105.361,0.357
2021-01-15 13:35:00,105.81,0.402
2021-01-15 13:35:10,105.879,0.409
2021-01-15 13:35:20,105.672,0.388
2021-01-15 13:35:30,106.534,0.474
2021-01-15 13:35:40,105.637,0.385
2021-01-15 13:35:50,105.896,0.41
